,text,sentiment
112,"""Od razu po zakupie chciałam zwrócić towar. Trwa to już niemal miesiąc a nadal nie odzyskałam gotówki. """,negative
113,"""serdecznie nie polecam tej firmy, obsługa posprzedażowe fatalna. zarabia się fajnie, ale żeby zwrócić klientowi pieniądze w czasie, który wyznacza ustawa, jest wielki problem. nie polecam!!!!""",negative
114,"""Nie polecam!!!  Towar przyjechał niesprawny. Na zwrot pieniędzy czekałam 20 dni. Katastrofa. Nie wywiązują się z terminów. Jeśli kupujący w czasie nie odeśle towaru to zwrot nie zostanie rozpatrzony natomiast ten sprzedający może po terminie realizować zwroty należności .... i co??? """,negative
115,"""Ze względu na wyjątkowo krótki zasięg działania routera oraz znaczące spadki prędkości już metr od urządzenia, zdecydowałem się go zwrócić. Urządzenie bez śladów używania oczywiście.  Czekałem 22 dni na zwrot środków, pomimo iż ustawa przewiduje maksymalnie 14 dni, a powinno się to odbywać niezwłocznie. 4 krotnie upominałem się i 3 krotnie pisano mi że przelew jest już zlecony. W związku z tym jestem zmuszony wystawić negatywną opinię.""",negative
116,"""Po tygodniu od zapłaty otrzymałem informację że moje zamówienie zostało anulowane i nie zostanie wysłane ponieważ przedmiot nie jest dostępny. Sprzedawca wystawia wirtualny towar tylko po to aby przetrzymywać gotówkę  !!! NIE POLECAM. NA MAILE ODPOWIADAJĄ TYLKO PO INTERWENCJI ALLEGRO """,negative
117,"""Opóźnienie w wysyłce. Pod pretekstem zbyt dużej paczki, wysyłka kurierem zamiast paczkomatem.  Problem przy zwrocie, bo brak możliwości zwrotu z Allegro Inpost. Wysyłka zwrotna na własny koszt - szok! dało się nadać do Was zwrot kurierem z paczkomatu (jednak paczka nie była taka duża). Oczekiwanie na zwrot środków 3 tygodnie. Jak wszystko idzie po myśli, to zakupy są udane. Jeśli są problemy, to jest tu męczarnia...""",negative
118,"""Totalna porażka ... 3 telefony starta czasu za każdym razem inne informacje, a konsultanci sami sobie zaprzeczają . na wiadomości pisemne odpisują z opóźnieniem kilku dni pytając o rzeczy które człowiek napisał już w pierwszej wiadomości bo poco czytać .. Ja pierwszy i ostatni raz u nich zamawiam i obyście nie trafili jak ja na jakieś male schody bo w tej firmie są nawet najmniejsze nie do przeskoczenia.""",negative
119,"""Towar przyszedł uszkodzony, mimo przesłanego zdjęcia i w końcu odesłania towaru czekam 3 tygodnie na nowy towar... Niepoważne traktowanie klientów i reklamacji. Nawet Pan z działu reklamacji był zszokowany, że tyle korespondencji w związku z taką reklamacją.""",negative
120,"""Obsługa żenada""",negative
121,"""Sprzedawca pomimo zwrotu towaru, nadal nie zwrócił mi środków.""",negative
122,"""Przesyłka nie była w żaden sposób zabezpieczona, dzbanek latał luźno w kartonie razem z filtrami, całość zapakowania jedynie w foliopak. Dzbanek dotarł w kawałkach. Zwrotu pieniędzy nie realizowali w ogóle dopóki się nie upomniałem (po ustawowym terminie), a nawet wtedy nie dotrzymali wskazanego przez siebie terminu na zwrot. Nie polecam, to już kolejny mój zakup w tym sklepie który się tak skończył. W opisie informacja o wkładach Maxtra oraz Maxtra+ a ten pierwszy nie pasuje do tego dzbanka!""",negative
123,"""Krótko i na temat . Zwrot klawiatury logitech g915 kliky  z powodu zbyt  głośno  kliknięcia . Zwrot gotówki po 23 dniach od dostarczenia Klawiatury . Nie polecam sprzedawcy pod względem reklamacji. """,negative
124,"""Zamówienie nie zostało dostarczone pod adres (bylam w domu). Po kilkudniowym oczekiwaniu przesyłka zostala odnaleziona w placówce na drugim końcu miasta.""",negative
125,"""Super """,negative
126,"""Kuchenka ma wgniecenie na dole z lewej strony który pokazałem dostawcy.A że kuchenka jest między szafkami pozostawiłem ją.Natomiast jest jeszcze odprysk lakieru którego wcześniej nie zauważyłem.""",negative
127,"""Brakuje informacji, że produkty Huawei są wykastrowane z funkcji i aplikacji przez brak wsparcia od Google. Tablet dla maniaków ściągania aplikacji z niewiadomych źródeł i ich instancji na własne ryzyko.""",negative
128,"""Nie polecam. Towar w ogóle nie został wysłany. Żadnego kontaktu ze sprzedającym. Rezygnuję z zakupu po tygodniu oczekiwania. Zachowanie sprzedającego to czysta żenada!!!!""",negative
129,"""Dostałam uszkodzona paczkę a w środku zniszczone wygniecione i wysypane kapsulki, w rezultacie towar za który zapłaciłam nadaje się do kosza, firma nic z tym nie robi udając że nie ma problemu, wyslalam zdjęcia i opisałam sytuacje ale dostaje tylko standardowe teksty w stylu dziękujemy za informacje, śmieszne i żałosne jednocześnie. Nie polecam, omijać szerokim łukiem!!!""",negative
130,"""Ogólnie wszystko byłoby ok i na 5 gwiazdek gdyby tylko odpisywali na wiadomości. Brak kontaktu ze sprzedającym. Szkoda bo cała transakcja przebiegła sprawnie i szybko.""",negative
131,"""Kupiłem suszarkę na ubrania. Paczka przyjechała zniszczoną w trakcie transportu. zgłosiłem to firmie kurierskiej oraz OleOle. Reklamacja została przyjęta, więc czekałem na informację co dalej. Informacja o zwrocie kwoty, za którą kupiłem suszarkę, ale (najlepsze) koszty transportu musiałem pokryć JA. WAT!? Moja wina? Kontakt ze sprzedającym raz dziennie. Przeskakują z czatów na czaty, a później trzeba wyjaśniać temat od nowa. Ceny nie są w ogóle okazyjne. NIE POLECAM.""",negative
132,"""Trudno ocenić gdyż do realizacji nie doszło. Ogólnie, brak zmiany statusu po zakupie. Dopiero po drugiej wiadomości poprzez allegro uzyskałem jakąś odpowiedź z pytaniem o... Numer zamówienia. W odpowiedzi na podanie numeru zakupu przez allegro otrzymałem jedynie informacje o zwrocie gotówki. Mimo pytań nie uzyskałem informacji jaką jest przyczyna anulowania.""",negative
133,"""Według oferty produkt nowy, jednak widoczne są ślady użytkowania. Rysy na całej obudowie. Poza tym sprawny. Jak na tanią kamerkę, jakość obrazu jest ok. """,negative
134,"""Garnki super ale nie od sprzedawcy OleOle. Podczas użytkowania okazało się, że garnek posiada wadę fabryczna co zostało zgłoszone. Usilnie chcieli abym odesłał CAŁY zestaw, który już był w użyciu czyli kilka dni bez gotowania na co nie mogłem sobie pozwolić. Ostatecznie obniżyli cenę zestawu, gdzie na zwrot środków czekalem prawie 2 miesiące. Jak na taką dużą firmę dział reklamacji to nieprozumienie. """,negative
135,"""Zamówiłam mopy vileda 6 października i do dzisiejszego dnia (16 października) ich nie otrzymałam. Nawet są nie wysłane. Pisałam już maile do sprzedawcy ale nadal bez odzewu. NIE POLECAM!!!! """,negative
136,"""towar przyszedł uszkodzony.... połamany element mocowania.""",negative
137,"""Sklep nie zwrócił pieniędzy za przyjęty zwrot pomimo wystawienia stosownych dokumentów. Przy próbie kontaktu mailowego lub telefonicznego nikt nie jest w stanie udzielić konkretnych informacji (w dniu wystawienia tej opinii minął 19. dzień od przyjęcia zwrotu) """,negative
138,"""Obsługa Klienta to dno i 6m mułu. Myślą że jak są duża firmą to mogą wszystko. Tragedia. Lepiej kupić coś o 10 zł drożej a nie mieć do czynienia z taką obsługa Klienta. Nie polecam""",negative
139,"""Zdecydowanie nie polecam. Na przesyłkę czekałam prawie dwa tygodnie. Oddałam suszarkę i nie mam zwrotu pieniędzy. Dzwonię, piszę maile i nic. """,negative
140,"""odradzam zakup wszystkim , nie pasuje za mala, za tą cenę  nawet nie sprawdzili czy pasuje do nowego modelu chociaż zapewniają że pasuje.do razr 2020 5g   po prostu ręce opadają """,negative
141,"""Niestety jestem bardzo rozczarowana , deska sama w sobie okej , ale wzór który kupiłam miał być inny niż mi przyszedł .. kupiłam niebieski przyszedł jakiś kolorowy , a jeśli kupujemy oczekujemy tego co jest pokazane na zdjęciu // """,negative
142,"""Towar albo używany albo z ekspozycji. Nie działa podstawowa funkcja sensor secure. Zero kontaktu ze sprzedającym. Nie odbierają telefonów i nie odpisują na wiadomości. Celowo darmowa przesyłka ale bez opcji zwrotu. UWAGA nierzetelna firma""",negative
143,"""bateria w telefonie nie wytrzymuje nawet jednego dnia mimo że nie jest używany. sprzedający odsyła do producenta. dla mnie telefon bezużyteczny. """,negative
144,"""Dostawa....prosiłam o termin wysyłki zgodny z info na aukcji (co powinno być w sumie oczywiste), a dopiero po moim telefonie okazało się, że nie wyślą do paczkomatu...wyślą kurierem. No ok. Ale trwało to tak długo wszystko, że powieszenie telewizora oddaliło się w nieznaną przyszłość. Nigdy tutaj niczego nie kupię. Beznadzieja. Tragiczny Sprzedawca.""",negative
145,"""List przewozowy przyklejony prosto na opakowanie, które nie zostało w żaden sposób zabezpieczone nawet folią, zakup na prezent, a opakowanie dotarło dosyć mocno uszkodzone. Poza tym ok.""",negative
146,"""super        """,negative
147,"""Towar nie dostarczony. Problem ze zgłoszeniem tego gdziekolwiek. Dodzwonić się nie można, infolinia wiecznie zajęta, na allegro nikt nigdy nie odpowiada. Nie polecam i czekam na zwrot pieniędzy...""",negative
148,"""urządzenie przyszlo ale pęknięte najprawdopodobniej z winy firmy kurierskiej bo opakowanie było zgniecione """,negative
149,"""Paczka przyszła w żaden sposób niezabezpieczona, karton zawierający produkt  nie był nawet zaklejony. """,negative
150,"""Wysyłka trwająca prawie 4 tyg! Co drugi mail do sprzedającego pytana jestem o nr zamówienia. Przesyłka nie wysłana a pytają mi się czy mam już towar. Dezorganizacja i chaos!nie polecam """,negative
151,"""Telewizor po tygodniu użytkowania zepsuł się. W prawdzie otrzymałem zwrot pieniędzy ale musiałem odesłać na swoj koszt i czekałem ponad miesiąc na pieniądze.""",negative
152,"""Wszystko było ok do momentu zgłoszenia zwrotu. Od tego czasu kontakt jest ograniczony, a sprzedający wstrzymuje się ze zwrotem.""",negative
153,"""wszystko niby ok, ale połamał się napęd już w drugim dniu użytkowania. Mocowanie ośki  przy zębatce z jednej strony odpadło. To już trzeci taki mop jak kupiłem i generalnie jest super, ale tym razem trafiłem na trefną sztukę. """,negative
154,"""Towar przyjechał uszkodzony. Przyczyną jest to, że ekspres nie był zabezpieczony do wysyłki. Proces odesłania wydłuża się w nieskończoność. Po kolejnym telefonie z zapytaniem kiedy przyślą kolejną przesyłkę ze sprawnym ekspresem, uzyskałam odpowiedź, że mają 2 tygodnie na to, i że mam cierpliwie czekać. Brak żadnych konkretnych odpowiedzi. Od ponad 1,5 tygodnia nie mam ani pieniędzy ani ekspresu do kawy. Wina leży wyłącznie po stronie sklepu, który w żaden sposób nie ma zamiaru załatwić sprawy.""",negative
155,"""maszynka nie godna polecenia i napewno nie za takie pieniądze gorsza od chinola cięcie masakra a tak telepie że wstrzasienia mózgumozma dostać nie polecam zawiodłem się strasznie""",negative
156,"""Termin dostawy niezgodny z opisem. Finalnie zakup został anulowany.""",negative
157,"""Zamówiliśmy słuchawki - przyszedł filtr  oczyszczacza powietrza. Dzwoniłem na infolinię - na infolinii każą pisać maila. Napisałem maila, tydzień temu odpisali, że przyjęli reklamację i wyślą kuriera na zwrot. Czekałem codziennie od poniedziałku na kuriera - dziś jest piątek - pisałem przypomnienie... Nie ma ani kuriera, ani odpowiedzi na zapytanie kiedy zamierzają go wysłać. Słuchawki musiałem kupić w końcu gdzie indziej, ale miło byłoby odzyskać pieniądze.""",negative
158,"""Otrzymałem uszkodzoną patelnię, uchwyt małej patelenki.Od sprzedawcy  usłyszalem ,że będą dochodzić czyja to wina ,czy ich czy kuriera  mam wyslac zdjęcia i czekać na wyjaśnienie 2 tygodnie posiadając zepsutą patelnie za ktora zaplaciłem . To jest skandal żeby w obecnych czasach tak traktować klienta co mnie obchodzi kto tę patelnię uszkodził,jeżeli w ciągu najbliższych 3 dni nie otrzymam nowej patelni lub zwrotu pieniedzy sprawę kieruję do Rzecznika Praw Konsumenta.Pozdrawiam """,negative
159,"""witam, mikser Bosh był uszkodzony. Sprzedający już 3 tydzień oddaje należność po uznanej reklamacji. Pomimo telefonów na infolinię zwrotu należności nadal brak.""",negative
160,"""Kpina w żywe oczy. Wystawiają towar, którego nie ma w magazynie, a potem nawet nie przeproszą. Zupełne lekceważenie kupującego, bałagan w firmie, chaos informacyjny, gburowatość, odwrócenie się tyłem do problemu. Nie polecam.""",negative
161,"""Chciałem wymienić lodówkę . Tj kupić nową i pozbyć się starej . Okazało się w tym sklepie niemożliwe chociaż są na to paragrafy . W momencie składania zamówienia wysłałem też zapytanie co ze starym sprzętem . Żartownisie odpowiedzieli owszem tyle że po dobie od dostarczenia sprzętu . Dowiedziałem się po fakcie że miałem zaznaczyć fakt zwrotu w uwagach , a oczywiście na stronie nie ma takiej informacji  . Tak że przy wymianie sprzętu lepiej skorzystać z rzetelniejszego sprzedawcy .""",negative
162,"""Przed zakupem zadałem pytanie czy oferowany przedmiot to faktycznie Smart Scale, czy czasem nie jest to Smart Scale 2. Otrzymałem informację, że jest to model Smart Scale. Po rozpakowaniu przesyłki okazało się że otrzymałem Smart Scale 2. Sprzedawca umyślnie sprzedaje inny przedmiot na tej aukcji aby wypchnąć niechciany towar. Przypadkowa pomyłka nie absolutnie nie wchodzi w grę. Celowe działanie. Dodatkowo brak kontaktu ze strony sprzedawcy. Nie polecam, oby jak najmniej takich cwaniaków.  """,negative
163,"""Pomimo 2-krotnej prośby o fakturę, faktury nie otrzymałam. Może negatyw wprowadzi jakiś porządek do transakcji. """,negative
164,"""nie otrzymałem towaru, zwrot środków po 3 tygodniach""",negative
165,"""Brak funkcji które w opisie na aukcji przy tym modelu  czyli !  -Panel sterowania wyposażono w przyciski sensorowe, które nie tylko są łatwiejsze w utrzymaniu w czystości, ale również ułatwiają obsługę okapu. - Brak takiej funkcji   -Funkcja czasowego wyłączenia umożliwia dokładniejsze usunięcie oparów. Samoczynnie wyłączy okap po upływie ustawionego przez Ciebie czasu. - Brak takiej funkcji   Ponadto  pracą wentylatora tragicznie głośna ! Na starcie musiałem wymienić żarówkę !   """,negative
166,"""Towar i jakość jest zgodna z opisem, Natomiast zgodnie z aukcją dostawa  - przesyłka kurierska, przy dostawie okazało się że nie jest to firma kurierska ale wewnętrzny transport bez wniesienia i możliwości ustalenia terminu dostawy. Po 30 minutach oczekiwania na infolinii brak kontaktu.""",negative
167,"""Otrzymałem wadliwy telefon, przy 1 podłączeniu ładowarki dołączonej do zestawu nie ładował. Reklamacja została oczywiście odrzucona, ponieważ stwierdzili złe użytkowanie... W paczce na protokole napisane że był porysowany oraz miał ślady użytkowania, tylko ciekawe w jaki sposób, jak telefon był tylko wyciągnięty i użyty może przez 2 godziny?  Był to ostatni zakup w tej firmie. Nie daj Boże żeby Państwu przyszło coś uszkodzonego, możecie pożegnać się z pieniędzmi.  """,negative
168,"""Zakupy w tym sklepie tylko dla osób chcących    tracić czas i nerwy. Koniec końców, po wielu bojach i tak  produkt jest inny niż na zdjęciach. Nie wiem jakim cudem ten sklep ma odznakę super sprzedawcy. """,negative
169,"""Towar  Miał być 6.10 zamówiony w przedsprzedaży 16.09. Totalne dno. Nigdy nic nie zamówię z tego sklepu""",negative
170,"""Filtry zakupione do dzbanka Brita nie pasują. Firma nie chce dokonać wymiany na właściwie działające filtry. """,negative
171,"""Jeżeli chodzi komuś o szybką wysyłkę to zdecydowanie odradzam. Produkt miał być u mnie 1.10 a doszedł 5. 10.""",negative
172,"""Kupiłam od tej firmy pralkę z wada nie polecam ! """,negative
